"\f[0]",1
"\f[1]",1
"\f[2]",1
"\f[3]",1
"\f[4]",1
"\f[5]",1
"\f[6]",1
"\f[7]",1
"\f[8]",0
"\f[9]",0
"\f[10]",0
"\f[11]",0
"\f[12]",0
"\f[13]",0
"\f[14]",0
"\f[15]",0
"\f[16]",0
"\f[17]",0
"\f[18]",0
"\f[19]",0
"\f[20]",0
"\f[21]",0
"\f[22]",0
"\f[23]",0
"\f[24]",0
"\f[25]",0
"\f[26]",0
"\f[27]",0
"\f[28]",0
"\f[29]",0
"\f[30]",0
"\f[31]",0
"\f[32]",0
"\f[33]",0
"\f[34]",0
"\f[35]",0
"\f[36]",0
"\f[37]",0
"\f[38]",0
"\f[39]",0
"\f[40]",0
"\f[41]",0
"\f[42]",0
"\f[43]",0
"\f[44]",0
"\f[45]",0
"\f[46]",0
"\f[47]",0
"\f[48]",0
"\f[49]",0
"\f[50]",0
"\f[51]",0
"\f[52]",0
"\f[53]",0
"\f[54]",0
"\f[55]",0
"\f[56]",0
"\f[57]",0
"\f[58]",0
"\f[59]",0
"\f[60]",0
"\f[61]",0
"\f[62]",0
"\f[63]",0
"\f[64]",0
"\f[65]",0
"\f[66]",0
"\f[67]",0
"\f[68]",0
"\f[69]",0
"\f[70]",0
"\f[71]",0
"\f[72]",0
"\f[73]",0
"\f[74]",0
"\f[75]",0
"\f[76]",0
"\f[77]",0
"\f[78]",0
"\f[79]",0
"\f[80]",0
"\f[81]",0
"\f[82]",0
"\f[83]",0
"\f[84]",0
"\f[85]",0
"\f[86]",0
"\f[87]",0
"\f[88]",0
"\f[89]",0
"\f[90]",0
"\f[91]",0
"\f[92]",0
"\f[93]",0
"\f[94]",0
"\f[95]",0
"\f[96]",0
"\f[97]",0
"\f[98]",0
"\f[99]",0
"\f[100]",0
"\f[101]",0
"\f[102]",0
"\f[103]",0
"\f[104]",0
"\f[105]",0
"\f[106]",0
"\f[107]",0
"\f[108]",0
"\f[109]",0
"\f[110]",0
"\f[111]",0
"\f[112]",0
"\f[113]",0
"\f[114]",0
"\f[115]",0
"\f[116]",0
"\f[117]",0
"\f[118]",0
"\f[119]",0
"\f[120]",0
"\f[121]",0
"\f[122]",0
"\f[123]",0
"\f[124]",0
"\f[125]",0
"\f[126]",0
"\f[127]",0
"cOut",0
